2359332	2
3145778	3
3	4
1835035	5
3145785	3
9	4
2097194	6
2097195	6
3145765	3
3145753	3
46	4
60	4
66	4
1704031	7
2883708	8
2097267	9
2621565	10
2883705	8
88	4
2621557	10
2621505	10
2097228	6
109	4
2097238	6
2883674	8
3145800	3
1835108	5
2883752	8
2097319	9
148	4
2883770	8
3145894	3
2228405	11
2097335	9
2883767	8
3145900	3
2097340	9
2097343	9
2097283	9
165	4
2883716	8
2883741	8
183	4
2097306	9
191	4
2621675	10
198	4
3145978	3
2097387	9
3145952	3
2883839	8
213	4
2621694	10
3145960	3
216	4
218	4
219	4
3145963	3
2883827	8
226	4
2621643	10
3145947	3
2883783	8
2097356	9
1179900	12
253	4
1048813	13
2621738	10
258	4
2621739	10
260	4
1835278	5
3146020	3
3146021	3
277	4
2621759	10
2097409	9
2097416	9
297	4
301	4
3145984	3
2621721	10
306	4
307	4
2097430	9
3145992	3
312	4
313	4
319	4
2883951	8
3146101	3
2883945	8
2490720	14
3146105	3
2621796	10
524614	15
2883965	8
3146083	3
2621821	10
2621813	10
3146093	3
1835389	5
3146067	3
2621775	10
361	4
3146074	3
3146048	3
655742	16
2621789	10
655735	16
3146061	3
382	4
655755	16
2490788	14
655758	16
391	4
392	4
655751	16
3146146	3
655760	16
410	4
2621874	10
917933	17
917930	17
420	4
3146133	3
2883978	8
436	4
443	4
445	4
3146230	3
2490859	14
3146209	3
3146212	3
3146222	3
3146223	3
3146192	3
2884040	8
1835515	18
1049079	13
1835508	18
2621892	10
1835500	18
2884063	8
502	4
505	4
2621909	10
1835546	18
2884133	8
3277369	19
2884135	8
535	4
2884155	8
3146280	3
2884144	8
3146258	3
2884104	8
3146261	3
1835579	18
554	4
557	4
2884121	8
2884122	8
1835562	18
3146247	3
567	4
2884116	8
574	4
3146254	3
2884114	8
3146357	3
3146358	3
1835604	18
3146362	3
591	4
3146337	3
3146339	3
597	4
1835590	18
2359928	20
3146351	3
2884173	8
2622027	21
2884168	8
624	4
3146306	3
131700	22
2884180	8
3146315	3
1835617	18
2622122	23
2622125	23
2884260	8
131726	22
2622117	23
3146403	3
3146405	3
2884283	8
664	4
2622130	23
2884272	8
3146413	3
678	4
3146397	3
2622086	23
3146399	3
2884248	8
695	4
2622098	23
2884333	8
707	4
3146485	3
131785	22
2622181	23
2622182	23
2622183	23
2491126	14
131793	22
131799	22
733	4
734	4
1049331	13
2622156	23
743	4
1704701	7
2622144	23
131820	22
3146432	3
2622169	23
757	4
3146438	3
131829	22
3146441	3
765	4
3146447	3
769	4
918282	17
131846	22
2884390	8
2622244	23
1835788	24
2622271	23
2884404	8
2622257	23
131870	22
131873	22
3146518	3
2622222	23
817	4
3146497	3
3146503	3
824	4
3146506	3
829	4
2622230	23
2884371	8
2622315	23
841	4
2622305	23
2884479	8
131925	22
861	4
2622286	23
1049463	13
880	4
882	4
2622303	23
131957	22
892	4
131967	22
893	4
131970	22
394119	25
2884527	8
2884521	8
905	4
394136	25
918441	17
2622341	26
942	4
953	4
960	4
2884584	8
967	4
394186	25
2491379	14
2622453	27
2884558	8
1836031	24
394210	25
2884550	8
