13576	2503087
13577	2501668
13578	2500898
13579	2502844
13580	2506813
13581	3621883
13582	3620157
13583	3620590
13584	3622420
13585	3616995
13586	3621796
13587	3621638
13588	3321385
13589	3321247
13590	3322991
13591	3322428
13592	3322614
13593	3322332
13594	3323014
13595	3322307
13596	3322161
13597	3322852
13598	3322454
13599	2504590
13600	2501979
13601	2501622
13602	2506098
13603	2507047
13604	2501310
13605	2502520
13606	2503853
13607	2503735
13608	2501543
13609	2504002
13610	2506525
13611	2503484
13612	2504474
13613	2505504
13614	2500011
13615	2504281
13616	2502366
13617	2503086
13618	2022546
13619	2020368
13620	2020345
13621	2022513
13622	2021938
13623	2023160
13624	2020197
13625	1996930
13626	1996663
13627	1998044
13628	1998009
13629	1997937
13630	1997852
13631	1996210
13632	1997545
13633	2656879
13634	2657292
13635	2657356
13636	2657304
13637	2657499
13638	2657088
13639	2657053
13640	2657525
13641	3349880
13642	3344402
13643	3352605
13644	3346324
13645	3345195
13646	3353624
13647	3345749
13648	3344341
13649	3348047
13650	3351322
13651	3616253
13652	3620299
13653	3620408
13654	3615974
13655	3619857
13656	3619820
13657	3617607
13658	3619449
13659	3617662
13660	2561544
13661	2561532
13662	3616021
13663	3619333
13664	2562121
13665	3615945
13666	3617747
13667	3615691
13668	3618404
13669	3615600
13670	3621367
13671	2561313
13672	2499191
13673	2507470
13674	2506914
13675	2502102
13676	2505139
13677	2499911
13678	2502049
13679	2561613
13680	2561713
13681	2561403
13682	2561428
13683	2561442
13684	2562108
13685	2561923
13686	2561421
13687	2561912
13688	2561965
13689	1688943
13690	1690204
13691	1691570
13692	1687937
13693	1688933
13694	1689172
13695	2022185
13696	1688580
13697	1689286
13698	1691978
13699	2020182
13700	3127704
13701	3128272
13702	3128206
13703	3127833
13704	3127555
13705	3128196
13706	3128436
13707	3127919
13708	3128067
13709	3127840
13710	2930560
13711	2932585
13712	2933634
13713	2930556
13714	2930677
13715	2931450
13716	2930852
13717	2930940
13718	2932453
13719	3202071
13720	3201738
13721	3200636
13722	3200345
13723	3201277
13724	3620328
13725	3616212
13726	3619945
13727	3615281
13728	3618483
13729	3616521
13730	3621729
13731	3621430
13732	3618640
13733	3620908
13734	2421544
13735	2505886
13736	2507661
13737	3199083
13738	2499488
13739	2501045
13740	2505393
13741	2930911
13742	2502930
13743	2504027
13744	2516471
13745	2277111
13746	2275878
13747	2276473
13748	2276573
13749	2275186
13750	2277276
13751	2275596
13752	2275622
13753	2276103
13754	2275109
13755	3619838
13756	3620102
13757	3621537
13758	3615694
13759	3619624
13760	3621707
13761	3615113
13762	3616859
13763	3618416
13764	2499263
13765	3322441
13766	3321613
13767	3321388
13768	3321470
13769	3321431
13770	2502326
13771	3321083
13772	3321203
13773	3322934
13774	2423174
13775	3621501
13776	1691239
13777	1688978
13778	1689320
13779	1688139
13780	1690632
13781	1689783
13782	1690099
13783	1687740
13784	1692214
13785	1692199
13786	3616727
13787	3619787
13788	3620799
13789	3620210
13790	3615458
13791	3620959
13792	3617816
13793	3621123
13794	3615532
13795	2506705
13796	3617736
13797	3617861
13798	-1
13799	3622299
13800	3621082
13801	3619637
13802	3615507
13803	3616881
13804	3622637
13805	2969054
13806	2930850
13807	2969548
13808	2970053
13809	2966575
13810	2968244
13811	3199027
13812	2933990
13813	3199417
13814	3202630
13815	3200471
13816	3202012
13817	3198948
13818	3201261
13819	3201331
13820	1688855
13821	2931018
13822	2968640
13823	2968161
13824	2966288
13825	2966398
13826	2967670
13827	2966361
13828	2966942
13829	2969740
13830	2967480
13831	2967375
13832	2933594
13833	2931288
13834	3348023
13835	2276930
13836	2516969
13837	3616385
13838	3615898
13839	1997222
13840	3617154
13841	3621654
13842	3620813
13843	3621110
13844	3619571
13845	3616704
13846	3622569
13847	3617874
13848	2021352
13849	2020821
13850	2021504
13851	2020234
13852	2020229
13853	2020995
13854	2021672
13855	2020664
13856	2019725
13857	3368325
13858	3368511
13859	3368928
13860	3365740
13861	3369457
13862	3368720
13863	3369705
13864	3366245
13865	3367421
13866	3367416
13867	2274796
13868	2274855
13869	2274862
13870	2275516
13871	2276420
13872	2277175
13873	2274661
13874	2275212
13875	2274921
13876	2019626
13877	2021658
13878	2021444
13879	2020656
13880	2023017
13881	2020536
13882	2022104
13883	3628853
13884	2019974
13885	3615865
13886	3615152
13887	3619862
13888	3615847
13889	3620825
13890	3616028
13891	3622011
13892	3616439
13893	3622042
13894	3615354
13895	2274650
13896	2276671
13897	2276950
13898	2277220
13899	2275038
13900	2274683
13901	2275902
13902	2276579
13903	2277176
13904	2275030
13905	1691893
13906	2500826
13907	2506910
